time,dbm,temperature,humidity,rtc_timestamp,latitude,longitude
634649,-71,31.57687,29.075125,2025-05-10 13:55:41.343,47.4022536,8.6272325
637043,-67,31.523809,28.948917,2025-05-10 13:55:43.599,47.4022536,8.6272325
639363,-71,31.4,29.129215,2025-05-10 13:55:46.000,47.4025265,8.6276772
641766,-73,31.258503,29.249414,2025-05-10 13:55:48.399,47.4025265,8.6276772
644161,-71,31.152382,29.129215,2025-05-10 13:55:50.783,47.402896,8.6280673
646531,-69,31.117008,29.336557,2025-05-10 13:55:53.207,47.4033126,8.6283564
648882,0,31.063946,29.537891,2025-05-10 13:55:55.481,47.4033126,8.6283564
651241,-75,30.97551,29.549911,2025-05-10 13:55:57.804,47.4037476,8.628649
653558,-73,30.922449,29.594986,2025-05-10 13:56:00.529,47.4037476,8.628649
656136,-73,30.745579,29.649075,2025-05-10 13:56:02.696,47.4042007,8.6289574
658443,-71,30.798639,29.718191,2025-05-10 13:56:05.002,47.4046629,8.6292633
660780,-73,30.745579,29.775288,2025-05-10 13:56:07.427,47.4046629,8.6292633
663192,-73,30.604082,29.802332,2025-05-10 13:56:09.885,47.4050807,8.6296151
665657,-71,30.515646,29.883465,2025-05-10 13:56:12.291,47.4050807,8.6296151
668001,-61,30.480272,29.913517,2025-05-10 13:56:14.611,47.4053615,8.6301207
670354,-73,30.427212,30.006672,2025-05-10 13:56:17.035,47.4056122,8.6305898
672720,-69,30.462585,30.054749,2025-05-10 13:56:19.347,47.4056122,8.6305898
675085,-69,30.303402,30.120859,2025-05-10 13:56:21.725,47.4058753,8.6310635
677386,-69,30.268028,30.153912,2025-05-10 13:56:23.983,47.4058753,8.6310635
679724,0,30.232653,30.18697,2025-05-10 13:56:26.607,47.4061252,8.6315844
682363,-69,30.12653,30.292141,2025-05-10 13:56:28.959,47.4061252,8.6315844
684698,-67,30.144218,30.355249,2025-05-10 13:56:31.247,47.4063827,8.6321503
686981,-69,30.055782,30.409338,2025-05-10 13:56:33.567,47.4066429,8.6327772
689310,-67,29.967346,30.520519,2025-05-10 13:56:35.991,47.4066429,8.6327772
691670,-65,29.967346,30.541559,2025-05-10 13:56:38.295,47.4068982,8.6334299
694038,-65,29.914286,30.586634,2025-05-10 13:56:40.615,47.4068982,8.6334299
696358,-65,29.914286,30.682791,2025-05-10 13:56:43.015,47.4072006,8.6340046
698708,-63,29.896599,30.697815,2025-05-10 13:56:45.335,47.407696,8.6340179
701075,-61,29.878912,30.271109,2025-05-10 13:56:47.655,47.407696,8.6340179
703399,-67,29.843536,30.64072,2025-05-10 13:56:49.975,47.4082181,8.6337488
705705,-59,29.808163,30.514511,2025-05-10 13:56:52.295,47.4082181,8.6337488
708022,-57,29.755102,30.85708,2025-05-10 13:56:54.615,47.4087715,8.6335077
710351,-61,29.719727,31.004324,2025-05-10 13:56:56.935,47.4087715,8.6335077
712662,-61,29.648979,30.947229,2025-05-10 13:56:59.255,47.4093397,8.6332659
714989,-63,29.578232,30.721857,2025-05-10 13:57:01.575,47.4098671,8.6331172
717314,-57,29.595919,30.860083,2025-05-10 13:57:03.903,47.4098671,8.6331172
719620,-59,29.578232,31.02536,2025-05-10 13:57:06.215,47.4102724,8.6334525
721945,-67,29.542858,31.145559,2025-05-10 13:57:08.552,47.4102724,8.6334525
724264,-65,29.525169,31.169598,2025-05-10 13:57:10.855,47.4105325,8.6339617
726590,-69,29.419048,31.325857,2025-05-10 13:57:13.175,47.4106527,8.6342458
728920,-61,29.40136,31.292805,2025-05-10 13:57:15.578,47.4106527,8.6342458
731293,-55,29.383675,31.337879,2025-05-10 13:57:17.895,47.4106538,8.6342623
733638,-55,29.259865,31.485123,2025-05-10 13:57:20.215,47.4106538,8.6342623
735942,-53,29.224491,31.620346,2025-05-10 13:57:22.535,47.4106513,8.6342578
738250,-51,29.224491,31.713501,2025-05-10 13:57:24.847,47.4106513,8.6342578
740577,-51,29.171429,31.806656,2025-05-10 13:57:27.167,47.4106512,8.6342575
742882,-61,29.100681,31.911829,2025-05-10 13:57:31.168,47.4108513,8.6348165
746864,-65,29.065306,32.215332,2025-05-10 13:57:33.480,47.4108513,8.6348165
749202,-67,29.082993,32.40765,2025-05-10 13:57:35.806,47.4108513,8.6348165
751523,-67,29.029932,32.536865,2025-05-10 13:57:38.200,47.4110947,8.6352986
753875,-59,29.012245,32.801304,2025-05-10 13:57:41.088,47.4113197,8.6357973
756791,-57,28.959183,32.80431,2025-05-10 13:57:43.400,47.4113197,8.6357973
759135,-57,28.906122,32.693127,2025-05-10 13:57:45.745,47.4114771,8.6361973
761439,-63,28.888435,32.717163,2025-05-10 13:57:48.043,47.411501,8.6362512
763755,-65,28.853062,32.720169,2025-05-10 13:57:50.360,47.411501,8.6362512
766073,-67,28.817688,32.660072,2025-05-10 13:57:53.248,47.4115223,8.6362777
768959,-63,28.711565,32.741203,2025-05-10 13:57:55.560,47.4115223,8.6362777
771277,-67,28.658504,32.753223,2025-05-10 13:57:58.368,47.4116478,8.6365744
774053,-57,28.658504,32.972588,2025-05-10 13:58:00.760,47.4118887,8.6370997
776462,-51,28.623129,33.095795,2025-05-10 13:58:03.568,47.4118887,8.6370997
779270,-57,28.570068,33.170918,2025-05-10 13:58:05.897,47.4121435,8.6376609
781592,-57,28.587755,33.176926,2025-05-10 13:58:08.284,47.4124067,8.638195
783942,-57,28.499319,33.200966,2025-05-10 13:58:10.523,47.4124067,8.638195
786224,-57,28.499319,33.237026,2025-05-10 13:58:12.843,47.4126496,8.6386198
788538,-59,28.463945,33.234024,2025-05-10 13:58:15.163,47.4126496,8.6386198
790865,-61,28.446259,33.264072,2025-05-10 13:58:17.483,47.4127482,8.6388226
793181,-61,28.499319,33.294121,2025-05-10 13:58:19.807,47.4127482,8.6388226
795494,-55,28.428572,33.234024,2025-05-10 13:58:22.120,47.4127624,8.6390758
797844,-57,28.499319,33.017662,2025-05-10 13:58:24.440,47.4125701,8.6395488
800133,-55,28.817688,25.670477,2025-05-10 13:58:26.760,47.4125701,8.6395488
802451,-51,28.906122,25.249781,2025-05-10 13:58:29.083,47.4122976,8.640182
804772,-53,28.941496,33.152889,2025-05-10 13:58:31.487,47.4122976,8.640182
807142,-61,29.153742,24.880167,2025-05-10 13:58:33.911,47.4119386,8.6408056
809541,-61,29.206802,24.702873,2025-05-10 13:58:36.295,47.411568,8.6413249
811936,0,29.259865,24.480503,2025-05-10 13:58:38.695,47.411568,8.6413249
814356,-69,29.419048,24.309219,2025-05-10 13:58:41.015,47.4111948,8.6417728
816704,-71,29.542858,24.173996,2025-05-10 13:58:43.447,47.4111948,8.6417728
819094,0,29.454422,32.621006,2025-05-10 13:58:48.677,47.4104325,8.6425935
824321,-73,29.648979,29.402668,2025-05-10 13:58:50.921,47.4104325,8.6425935
826608,-67,29.595919,32.278439,2025-05-10 13:58:55.321,47.4101209,8.6429278
829402,-71,29.719727,23.705219,2025-05-10 13:58:56.041,47.409909,8.6431215
831727,-65,29.843536,26.887497,2025-05-10 13:58:58.526,47.409909,8.6431215
834165,-65,29.985035,23.969658,2025-05-10 13:59:00.842,47.4097439,8.6433682
836524,-57,30.020409,23.906551,2025-05-10 13:59:03.569,47.4097439,8.6433682
839236,-63,30.091156,23.597038,2025-05-10 13:59:05.881,47.4094877,8.6436738
841571,-65,30.197279,23.37467,2025-05-10 13:59:09.326,47.4091772,8.6440054
844986,-81,30.055782,23.609058,2025-05-10 13:59:11.642,47.4091772,8.6440054
847321,-73,30.25034,23.221416,2025-05-10 13:59:14.209,47.4088679,8.6443685
849869,-69,30.232653,23.263485,2025-05-10 13:59:16.521,47.408718,8.6447974
852198,-69,30.338776,23.978672,2025-05-10 13:59:19.328,47.408718,8.6447974
854977,-81,30.12653,31.566257,2025-05-10 13:59:22.205,47.4086756,8.6452866
857865,-71,30.108845,23.452801,2025-05-10 13:59:24.520,47.408424,8.6455609
860204,-71,30.303402,22.857813,2025-05-10 13:59:27.088,47.408424,8.6455609
862753,-67,30.409523,22.488199,2025-05-10 13:59:29.425,47.4080934,8.6457856
865148,-69,30.374149,22.461155,2025-05-10 13:59:31.803,47.4080934,8.6457856
867476,-67,30.427212,22.488199,2025-05-10 13:59:36.768,47.4074089,8.6462936
872411,-65,30.356462,22.274845,2025-05-10 13:59:39.080,47.4074089,8.6462936
874758,-55,30.551022,22.298885,2025-05-10 13:59:42.045,47.4070853,8.6465406
877690,-69,30.639456,22.322926,2025-05-10 13:59:44.360,47.4069438,8.6468482
880035,-69,30.816326,23.266491,2025-05-10 13:59:46.680,47.4069438,8.6468482
882352,-67,30.674829,31.004324,2025-05-10 13:59:49.000,47.4069599,8.6470947
884663,-71,30.321089,30.983288,2025-05-10 13:59:51.407,47.4069599,8.6470947
887021,-65,30.285713,30.589636,2025-05-10 13:59:53.723,47.4068916,8.6472891
889385,-67,30.657143,22.368,2025-05-10 13:59:58.459,47.4065983,8.6475333
894083,-71,30.621769,21.770008,2025-05-10 14:00:00.845,47.4062516,8.6477206
896463,-65,30.692516,21.806068,2025-05-10 14:00:03.171,47.4062516,8.6477206
898855,-63,30.816326,21.902227,2025-05-10 14:00:05.515,47.4059158,8.6479272
901173,-67,30.710205,30.935207,2025-05-10 14:00:08.547,47.405604,8.6482642
904151,-71,30.710205,22.449135,2025-05-10 14:00:10.847,47.405604,8.6482642
906497,-75,30.780952,22.461155,2025-05-10 14:00:13.161,47.4052877,8.6486509
908825,-69,30.922449,22.214746,2025-05-10 14:00:15.491,47.4052877,8.6486509
911132,-71,31.010883,22.395046,2025-05-10 14:00:17.801,47.4049715,8.6490139
913448,-75,30.993198,22.371006,2025-05-10 14:00:20.159,47.4046983,8.6494128
915778,-73,31.134693,22.389036,2025-05-10 14:00:22.783,47.4046983,8.6494128
